title,available,promotion,terms_and_conditions,link
20% OFF Health Screening Packages at Sunway Medical Centre,1 January 2023 – 31 December 2023,"20 % OFF health screening packages, excluding Blood Screening Profile, Male and Female Tumor Marker Screening, Pre-Marital Screening, and low dose CT-Scan for Lung Cancer Screening Package.","1. Payment must be made with a Maybank/Maybank Islamic Mastercard, Visa and American Express Cards.2. The discount is only applicable to non-promotional items.3. The discount is not applicable to existing ongoing schemes with corporate clients.4. Customers will need to make a prior appointment with Wellness Centre, failing which no discount shall be granted.5. The discount will only be given if the total bill has been paid in full by the patient before the patient is discharged from or leaves the hospital.6. Offer is made applicable to screening package’s charges only, excluding any other additional charges and/or relevant taxes.7. Subject to consultant’s advice on package qualification.8. Maybank Makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/14/20-off-health-screening-packages-at-sunway-medical-centre/
Up to 30% OFF at Prince Court Medical Centre,1 January 2023 – 31 December 2023,*For patients 17 years old and below,"1. Payment must be made with a Maybank Mastercard, Visa or American Express Cards. (Issued by Maybank & Maybank Islamic Malaysia, Singapore, Indonesia, Cambodia, Brunei & Philippines).2. Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.3. Maybank makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/14/up-to-30-off-at-prince-court-medical-centre/
Get exclusive complimentary session at Dr. Chong Clinic,20 December 2022 – 31 December 2023,"New Customers:
1x Complimentary ND YAG Toning laser worth RM600 (Maybank Cardmembers must show Maybank Cards to enjoy this promotion).
Existing Customers:
Buy 1 Get 1 Complimentary laser treatment","• Payment must be made with a Maybank/ Maybank Islamic Mastercard®, Visa or American Express Card.• Dr. Chong Clinic has the absolute right to refuse treatment to the client should the doctor on duty deem it necessary in the client may not suitable for the said treatment.• Maybank 0% EzyPay Instalment Plan is available.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Limited to a total of 500 redemptions throughout campaign period & redeemable on weekdays only.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/13/get-exclusive-complimentary-session-at-dr-chong-clinic/
10% OFF at Regency Specialist Hospital,1 January 2023 – 31 December 2023,"• 10% OFF Executive Health Screening Packages (Wellness & Premier Packages only)
• 10% OFF room charges (Isolation, Single bedded and above)
• 10% OFF procedure Endoscopy Ultrasound Diagnostic (EUS)
• 10% OFF procedure Gastroscopy and Colonoscopy","• Payment must be made with a Maybank Mastercard, Visa or American Express Cards. (Issued by Maybank & Maybank Islamic Malaysia, Singapore, Indonesia & Philippines, Cambodia & Brunei).• Offer is made applicable to hospital’s charges only (doctor’s charges are excluded).• Offers are subject to the medical centre’s in-house terms and conditions.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.• Maybank makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/12/27/10-off-at-regency-specialist-hospital-3/
Special Privileges at Mahkota Medical Centre,1 January 2023 – 31 December 2023,"In-Vitro Fertilization Centre (IVF)
• Enjoy 0% interest instalment payments for IVF services with a minimum of
RM6,000 in a single bill. Limited to 6 months instalment only
Tel: +606-285 2825","• Payment must be made with a Maybank Mastercard, Visa or American Express Cards. (Issued by Maybank & Maybank Islamic Malaysia, Singapore, Indonesia & Philippines, Cambodia & Brunei).• 0% interest instalment is only applicable for Maybank/Maybank Islamic Mastercard®,Visa, or American Express® Credit Card.• *Offer is made applicable to hospital’s charges only (doctor’s charges are excluded).• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.• Maybank makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/12/27/special-privileges-at-mahkota-medical-centre/
10% OFF at Sunway Medical Velocity,1 January 2023 – 31 December 2023,"10% OFF Health Screening Packages:
• For Everyone (General Essential & General Premier)
• For Him (Men’s Essential & Men’s Premier)
• For Her (Women’s Essential & Women’s Premier)
• Heart Screening Package","• Payment must be made with a Maybank Mastercard, Visa or American Express Cards. (Issued by Maybank & Maybank Islamic Malaysia, Singapore, Indonesia & Philippines, Cambodia & Brunei).• The discount is only applicable to non-promotional items.• The discount is not applicable to existing on-going scheme with corporate clients.• The customers will need to make prior appointment with Health Screening Centre, no discount shall be granted without prior appointment.• The discount will only be given if the total bill has been paid in full by the patient before the patient is discharged from or leaves the hospital.• Offer is made applicable to screening package’s charges only, excluding any other additional charges and/or relevant taxes.• Offer is subject to other terms and conditions imposed by medical centre. Subject to consultant’s advice on whether you are qualified for the package.• All the booking must done through Health Screening Centre via website: https://smcv.sunmedgo.com/#selectDateTime/8, Tel: +603-9772 9229/9191 or Email:smcv_wellness@sunway.com.my. Kindly quote “Maybank Wellness Program” in the email.• All the booking must be accompanied by personal details for registration. During the registration at the Health Screening Centre counter, patients/clients are required to present their Maybank Visa, Mastercard® Credit or Debit Card (Issued by Maybank &Maybank Islamic Malaysia, Singapore, Indonesia, Philippines, Brunei and Cambodia) to be entitled for the discount rate for the screening packages.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/12/27/10-off-at-sunway-medical-velocity/
Special Privileges at Pantai KL with Maybank Cards,1 January 2023 – 31 December 2023,"Maybank Premium Cards*:
15% OFF Health Screening Packages
10% OFF Annual Flu Vaccination
Complimentary Valet one-time entry per day
Covid-19 pre-procedure swab test waiver","• Payment must be made with a Maybank Mastercard, Visa or American Express Cards. (Issued by Maybank & Maybank Islamic Malaysia, Singapore, Indonesia & Philippines, Cambodia & Brunei).• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.• Maybank makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.• *Maybank Premium Cards consist of Maybank issued World Mastercard®, Visa Signature or Infinite Credit Card, The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, The American Express® Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card and Premier American Express® Reserve Credit Card.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/12/27/special-privileges-at-pantai-kl-with-maybank-cards/
Exclusive deal for new patients at Daehan Rehab Hospital Putrajaya,13 December 2022 – 30 November 2023,"• RM88 for new patient’s first treatment (Normal Price: RM150)
• Complimentary initial consultation and registration charges","• Payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card.• Offer is valid for new patients only.• Prior appointment is required and subject to availability.• Maybank make no representation as to the quality, merchantability or the fitness for any purpose of the goods and/ or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.• Offers cannot be exchanged for cash or used in conjunction/combination with other vouchers.• No cash alternatives or refund will be offered in lieu of the discount.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/12/27/exclusive-deal-for-new-patients-at-daehan-rehab-hospital-putrajaya/
Up to 50% OFF at UCSI International Schools,1 December 2022 – 31 August 2023,"1. 50% OFF application and registration fees.
2. 15% OFF tuition fees for the first 2 years of enrolment.
3. 15% OFF tuition fees until graduation.","1. Payment must be made with a Maybank/Maybank Islamic Visa, Mastercard® or American Express Card.2. Offer is only valid for newly registered students.3. Offer is only valid for respective campuses:a. UCSI International School Kuala Lumpurb. UCSI International School Springhillc. Sekolah Sri UCSI Kuala Lumpurd. Sekolah Sri UCSI Springhill4. Offer is only valid for the following intakes for each respective campus:a. UCSI International School Kuala Lumpur – September 2022, January 2023, April 2023, September 2023b. UCSI International School Springhill – September 2022, January 2023, April 2023, August 2023c. Sekolah Sri UCSI Kuala Lumpur and Springhill – September 2022, March 2023, June 2023, September 20235. Offer is not transferable and is only valid once per enrolled student.6. UCSI reserves the right to review and revise these Terms and Conditions at any time with 21 days’ prior notice.7. For more information, please contact the Admission Team of the respective school.8. Offers cannot be exchanged for cash or used in conjunction with any other promotions, offers, loyalty card or coupons.9. Maybank makes no representation as to the quality, merchantability, or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/12/16/up-to-50-off-at-ucsi-international-schools/
Maybank Cards’ Specials at Star Fitness,16 Nov 2022 – 30 Oct 2023,"Star Fitness Outlets:
1) Centro Mall Klang
2) Viva Home Mall
3) Aeon Big Wangsa Maju
4) Aeon Big Subang Jaya
5) Aeon Big Bukit Minyak Penang
6) Aeon Big Seberang Jaya, Prai","• Payment must be made with a Maybank/ Maybank Islamic Mastercard® or Visa Card.• Offers cannot be exchanged for cash or used in conjunction with other promotions/ offers, coupons/ vouchers and loyalty/ privilege cards.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/11/22/maybank-cards-specials-at-star-fitness/
Special health privileges at LifeCare,1 January 2023 – 31 December 2023,"To purchase, please visit: https://lifecarediagnostic.com/product-category/shop/health-screening/partnership-offers/maybank-packages/","• Payment must be made with Maybank/Maybank Islamic Mastercard , Visa or American Express Card.• Offers cannot be exchanged for cash or used in conjuction with any promotion,offers, loyalty cards or coupon.• Both parties make no representation as to the quality, merchantability or the fitness for any purpose of the goods and / or service(s) provided by the respective party.• Either party shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/03/17/special-health-privileges-at-lifecare/
10% OFF Room Rates and more at CVS KL,1 January 2023 – 31 December 2023,"• 10% OFF Room Rates
• 10% OFF Dishroom
• 10% OFF Plus Point Pharmacy
• 10 % OFF Health Screening Package ( Health Scan & Gastro)","•Payment must be made with Maybank/Maybank Islamic Mastercard , Visa or American Express Card.• The offer on room &board is only applicable hospitalisation/day care cases.• The offer does not apply for purchase of dignostic device and cosmetic goods.• Pre- appoiment for Health Screening is required.• Offers cannot be exchanged for cash or used in conjuction with any promotion,offers, loyalty cards or coupon.• Both parties make no representation as to the quality, merchantability or the fitness for any purpose of the goods and / or service(s) provided by the respective party.• Either party shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/02/20/10-off-room-rates-and-more-at-cvs-kl/
Up to 20% OFF at KPJ Hospitals,1 January 2023 – 31 December 2023,"• 20% OFF Hospital’s Established Health Screening Packages
• 10% OFF Room and Accommondation","•Payment must be made with Maybank/Maybank Islamic Mastercard , Visa or American Express Card.• Offers cannot be exchanged for cash or used in conjuction with any promotion,offers, loyalty cards or coupon.• Both parties make no representation as to the quality, merchantability or the fitness for any purpose of the goods and / or service(s) provided by the respective party.• Either party shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/02/20/up-to-20-off-at-kpj-hospitals/
10% OFF Health Screening Packages at Pantai Hospitals,1 January 2023 – 31 December 2023,"• 10% OFF Health Screening Packages based on participating hospitals’ published rate.
• Valid at 11 Pantai & 4 Gleaneagles Hospital nationwide","•Payment must be made with Maybank/Maybank Islamic Mastercard , Visa or American Express Card.• Offers cannot be exchanged for cash or used in conjuction with any promotion,offers, loyalty cards or coupon.• Both parties make no representation as to the quality, merchantability or the fitness for any purpose of the goods and / or service(s) provided by the respective party.• Either party shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/02/20/10-off-health-screening-packages-at-pantai-hospitals/
Exclusive Umrah Packages,Valid now,"To make a booking, book at rayhar.net/fit-maybank or
Call: 03-2166 6942
WhatsApp: 018-315 4942
(Monday – Saturday, 9:00am – 6:00pm)","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offers are subject to availability.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Other terms and conditions apply.• *Only applicable if you opt for direct flight to Jeddah with Saudi Airlines (via Rayhar).• **The Maybank EzyPay Instalment Plan is only applicable to Maybank/Maybank Islamic Credit Cards.",https://mytreats.maybank.com/cardpromotions/malaysia/2021/11/25/exclusive-umrah-packages/
Exclusive Health Packages on Doc2us App,15 November 2021 – 31 December 2023,"Medisafe Plan at RM79 (Normal Price: RM 88)
Basicsafe Plan at RM 49 (Normal price: RM 55)","1. Payment must be made with a Maybank Mastercard, Visa or American Express Credit Cards. (Issued by Maybank & Maybank Islamic Malaysia, Singapore, Indonesia & Philippines, Cambodia & Brunei).2. Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.3. Maybank make no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2021/11/11/exclusive-health-packages-on-doc2us-app/
Redeem iconic Chanel handbags with TreatsPoints/Membership Rewards Points,1 May 2023 – 31 July 2023,"Upon successful redemption, you will be contacted by DCR Marketing Sdn. Bhd. for delivery arrangement.","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Maybank Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, Maybank Islamic World Mastercard® and Visa Signature Cards.• All the goods offered here is under PRE-ORDER unit, goods will be fulfilled within 30 to 45 days upon approved redemption.• Quantity of the goods are limited and first comes first serve basis.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by the participating merchant.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/redeem-iconic-chanel-handbags-with-treatspoints-membership-rewards-points/
15% OFF at Firewood Restaurant Penang,1 June 2023 – 31 December 2023,"Open flame dining concept, serving high quality western food. 15% OFF with a minimum spend of RM500","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers or loyalty/privilege cards.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by the participating merchant.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/15-off-at-firewood-restaurant-penang/
20% OFF your wedding bands,5 June 2023 – 5 December 2023,"Participating Boutique: SUEN, Jalan Maarof, Bangsar","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards. Maybank 0% EzyPay is applicable for Maybank Credit Cards only.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/20-off-your-wedding-bands/
Great holiday getaways and savings await at  Berjaya Hotels & Resorts,1 June 2023 – 31 May 2024,"https://campaign.berjayahotel.com/maybank
Call the respective properties for reservation.","• Payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card.• Prior reservation is required.• Blackout dates may apply.• Offers may be subject to applicable tax, if any.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• *Offer is valid till 31 October 2023 for Redang Island Resort.• **Offer is valid for dine-in and takeaway on à la carte menu only at Berjaya Cafe, Berjaya Times Square Hotel, Kuala Lumpur; Dayang Café, Pahn Thai Restaurant & Beach Brasserie, Berjaya Langkawi Resort; Asean All Day Dining, MareNero & The Cove, The Taaras Beach & Spa Resort; La Flamme, Le Poulet Roti & La Blason Coffee House, Colmar Tropicale, Berjaya Hills; La Vie, The Chateau Spa & Wellness Resort, Berjaya Hills; Asean All Day Dining & Matahari Restaurant & Beach Bar, Berjaya Tioman Resort and Santapan Cafe & Santai Bar & Lounge, Redang Island Resort.• Offer is not applicable for alcoholic beverages, cigar and tobacco products.• Offer is not valid on 10% service charge and 6% service tax.• Prior reservation is encouraged and subject to availability.• Please call the respective properties for reservation.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by the participating merchant.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/great-holiday-getaways-and-savings-await-at-berjaya-hotels-resorts/
10% OFF cycling equipment + 0% EzyPay at Cyclelogy,1 May 2023 – 31 August 2023,"Participating Cyclelogy outlets:
• Lorong Maarof, Bangsar
• Taman Melodies, Johor Bahru
• Metro Town, Kota Kinabalu","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Maybank 0% EzyPay Instalment Plan is only applicable for Maybank Credit Cards.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Maybank/Maybank Islamic is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by therespective merchant.• *Capped at 40,000 TreatsPoints/Membership RewardsTM points.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/10-off-cycling-equipment-0-ezypay-at-cyclelogy/
Enjoy savings on an extensive range of SMEG kitchen appliances,1 April 2023 – 31 July 2023,"15% OFF SMEG food preparation small appliances
(For Sicily is my Love series and regular small appliances, including Stand Mixer,
Stand Mixer Full Color, Hand Mixer, Hand Blender with accessories and Blender)","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offer is valid for SMEG food preparation small appliances at Kitch (M) Sdn Bhd only.• Offer is not applicable for other range of SMEG home appliances or SMEG small appliances not in the food preparation category.• Offer is not valid at any other stores.• Warranty for product is 2 years from date of receiving the product.• Cardmembers must fill in e-warranty on website stated in the warranty card.• Plug and Play appliances, no installation will be provided.• Delivery is available or self-collect at Kitch Showroom Petaling Jaya.• Products are subject to colour availability. Waiting period of up to 3.5 months for unavailable stock colours.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by the participating merchant.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/enjoy-savings-on-an-extensive-range-of-smeg-kitchen-appliances/
Up to 50% OFF spa and dining at Danai Medi-Wellness,1 May 2023 – 31 May 2024,"DANAI WELLNESS BOUTIQUE – VANGOHH EMINENT, PENANG
3406, Jalan Machang Bubok 2, Taman Machang Bubok, 14000 Bukit Mertajam, Penang
Call: 04-554 2688 WhatsApp: 012-276 7114","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by the participating merchant.• A minimum of 3 days advance reservation is required.• A minimum of 1 day advance cancellation is allowed.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/up-to-50-off-spa-and-dining-at-danai-medi-wellness/
Enjoy RM 500 savings  on diamond & gem jewellery from Poh Kong,1 June 2023 – 31 December 2023,Maybank 0% EzyPay Instalment Plan available 6 up to 12 months.,"• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold CreditCard, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic, World Mastercard® and Visa Signature Cards.• Offer is valid at all POH KONG, POH KONG GALLERY, DIAMOND & GOLD by POH KONG,DIAMOND Boutique and ORO BIANCO outlets nationwide.• Offer is not applicable for gold items, loose stones, licensed items, nett-priced items and promotional items.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards. Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by the participating merchant.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/06/21/enjoy-rm-500-savings-on-diamond-gem-jewellery-from-poh-kong/
Spend with Maybank Premium Cards & Win a Luxury Watch,1 May 2023 – 31 December 2023,Prizes:,,https://mytreats.maybank.com/cardpromotions/malaysia/2023/05/26/spend-with-maybank-premium-cards-win-a-luxury-watch/
Luxurious holiday with complimentary F&B and spa credit at The Danna,1 March 2023 – 29 February 2024,"To book, please email reservation@thedanna.com or call 04-959 3288.
Quote MAYBVILLA to enjoy the exclusive benefits.
For more info, visit https://www.thedanna.com","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank to Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offers are applicable for Best Available Rates only.• Full payment is required 7 days prior to arrival.• A fee of RM5 per room per night will be collected in accordance with the Local Government Act 1976 on behalf of Langkawi Municipal Council for all guests and RM10 per room per night of Tourism Tax for non-Malaysians/PR tourists only.• Offers cannot be exchanged for cash or used in conjunction with other promotions,offers, coupons,vouchers and loyalty/privilege cards.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/luxurious-holiday-with-complimentary-fb-and-spa-credit-at-the-danna/
Enjoy complimentary night at participating Anantara properties,15 February 2023 – 31 December 2023,Applicable to Maybank World Mastercard® only.,"• Applicable to Maybank World Mastercard.• Discounts and packages may vary per hotel and are subject to availability.• Offer cannot be exchanged for cash or used in conjunction with other promotions,offers, coupons,vouchers and loyalty/privilege cards. • Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/enjoy-complimentary-night-at-participating-anantara-properties/
Complimentary signature dish with TABLEAPP ELITE,1 September 2022 – 31 August 2023,"Participating Restaurants:
• Xenri Japanese Cuisine
• SASSOLINO Italian with A Twist
• Sassorosso Italian Restaurant and Wine Retailer
• El Iberico
• Raintree
• Kampachi EQ
• Horizon Grill @ Banyan Tree Kuala Lumpur
• Kimiya Old Klang Road
• The Daily Grind Bangsar
• The Daily Grind Ampang
• Luce Osteria Contemporanea
• Zenzero Restaurant & Wine Bar
• Bistro a Table
• Pier 12 Seafood Tavern
• Pampas Steakhouse at Old Malaya
• Kampachi Plaza33
• Kampachi Pavilion
• Yamaguchi Fish Market
• ANTE 1 Utama
• Southern Rock Seafood
• Way Modern Chinois
• PLOY Damansara
• One Seafood Restaurant
• Momotalo Yakiniku
• BLACK Market St Mary Place
• BLACK Market Kampung Pandan
• Cava
• Opus Bistro
• Leonardo’s Dining Room & Wine Loft
• Pampas Reserve
• Bijan Bar & Restaurant","• Payment must be made with a Maybank Visa Platinum, Visa Infinite or Visa Signature Card.• A minimum spending equivalent to the dish value is required in order to redeem the complimentary dish.• Offer is valid for dine-in only. Only 1 Signature Dish can be redeemed per visit. Other Signature Dishes are not available to be redeemed together with the Signature Dish for the same visit.• Each signature dish has its own redemption limit per membership.• ELITE redemption cannot be used in conjunction with any other special promotions, offers, discounts, vouchers, privilege cards or employee reward programmes.• Signature dishes can be redeemed 7 days a week, however some signature dishes are not available to be redeemed on Valentine’s Day, Mother’s Day, Father’s Day, Christmas’ Eve, Christmas Day, New Year’s Eve, New Year, or any other Public Holidays announced by the government.• Some signature dishes may required in advance reservation due to long preparation process and ingredients availability.• Please include a remark at the Special Request column to pre-order the signature dish upon online reservation via TABLEAPP.• Each signature dish has its own T&Cs. • You may be prompted with an OTP (one-time password) for an RM1.00 pre-authorisation charge. This will then be refunded to your card and you will not be charged.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/complimentary-signature-dish-with-tableapp-elite/
Enjoy 15% OFF dining all year round at Sofitel Kuala Lumpur Damansara,2 January 2023 – 30 December 2023,"For reservation, please contact Sofitel Kuala Lumpur Damansara at 03-2720 6688.","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offers are subject to availability at the time of reservation, on a first come, first served basis.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Black-out dates apply: CNY, Ramadan, Mid-Autumn Mooncakes, Christmas Eve, Christmas Day, New Year’s Eve and New Year’s Day.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/02/03/enjoy-15-off-dining-all-year-round-at-sofitel-kuala-lumpur-damansara/
Tee off at 100 premium golf clubs across 19 countries,1 January 2023 – 31 December 2023,Please call Maybank Premier Card Services for more details on the Premier Golf Clubs.,Click here for the full terms & condition,https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/12/tee-off-at-100-premium-golf-clubs-across-19-countries-2/
